
345,Pentatonix,"3,156,402,719","4,105,588",199,0,2,96,177,01/09/22
346,Why Don't We,"3,153,762,831","86,038,587",92,0,10,53,82,08/08/21
347,CNCO,"3,152,902,170","225,525,291",79,0,6,44,69,02/07/22
348,Seeb,"3,148,225,045","13,599,416",85,1,6,24,56,01/04/21
349,Passenger,"3,143,439,133","1,885,000",216,1,2,44,178,12/27/21
350,Ninho,"3,142,918,041","1,345,638,788",148,0,3,101,128,02/06/22
351,Calibre 50,"3,135,174,282","75,536,320",227,0,6,70,167,01/20/22
352,Lukas Graham,"3,125,621,646","161,986,075",61,1,3,25,51,12/12/21
353,Don Toliver,"3,113,257,755","625,246,067",66,0,5,33,58,02/07/22
354,H.E.R.,"3,112,661,087","406,294,162",99,0,7,54,91,01/23/22
355,Train,"3,095,392,192",0,171,0,8,20,84,01/03/22
356,Pearl Jam,"3,089,500,881","1,253,096",399,0,7,47,226,03/19/21
357,Foster The People,"3,086,315,855","30,352,680",98,1,6,36,73,12/18/21
358,Pablo Alborán,"3,082,096,180","209,520,524",171,0,8,60,159,02/04/22
359,Ricardo Arjona,"3,075,562,508","8,147,144",345,0,2,68,262,11/26/21
360,Johnny Cash,"3,068,093,371","100,275,517","1,561",0,6,47,219,01/04/21
361,Bob Dylan,"3,066,270,219",0,"1,300",0,6,42,314,01/31/22
362,Anderson .Paak,"3,065,736,558","1,167,851,250",146,0,5,67,114,01/23/22
363,Marc Anthony,"3,046,455,038","1,602,199,745",189,0,6,56,138,01/07/22
364,James Blunt,"3,010,916,045","17,790,461",170,0,6,43,106,01/27/22
365,Daniel Caesar,"2,989,530,877","1,084,395,833",37,0,6,33,35,01/01/22
366,Cartel De Santa,"2,984,117,699","179,459,480",136,0,6,60,126,11/30/21
367,Quavo,"2,969,053,236","9,672,810,212",80,0,6,43,65,01/31/22
368,Lost Frequencies,"2,964,452,146","260,605,905",413,0,7,26,122,01/26/22
369,Dire Straits,"2,957,966,723",0,102,0,5,43,97,02/06/22
370,Sam Hunt,"2,940,660,923","20,722,494",60,0,8,33,55,01/23/22
371,PARTYNEXTDOOR,"2,939,827,455","1,775,279,725",80,0,8,48,79,02/05/22
372,Bryan Adams,"2,921,731,624","136,573,473",362,0,6,34,127,01/22/22
373,ScHoolboy Q,"2,909,344,739","1,525,812,706",88,0,8,48,84,12/31/21
374,Bee Gees,"2,907,628,011","52,581,126",413,0,5,34,106,01/14/22
375,Sigala,"2,880,097,855","50,716,650",103,0,9,31,72,01/31/22
376,Nelly,"2,870,134,429","641,905,638",208,0,8,28,90,01/14/22
377,Maiara & Maraisa,"2,856,650,223","659,339,275",152,0,7,61,145,02/06/22
378,Charli XCX,"2,851,634,049","1,299,987,420",193,0,8,42,130,02/05/22
379,Alec Benjamin,"2,851,199,891",0,34,0,6,29,33,02/02/22
380,Arijit Singh,"2,850,439,764","692,034,876",474,0,2,77,221,01/09/22
381,Liam Payne,"2,848,584,840","16,537,962",51,0,7,17,39,02/08/22
382,Rudimental,"2,844,040,533","19,915,054",188,0,6,30,112,08/28/21
383,Ski Mask The Slump God,"2,843,328,577","990,189,003",72,0,7,41,70,01/10/22
384,Marvin Gaye,"2,834,639,150","38,468,834",718,0,7,24,111,12/31/21
385,Lil Yachty,"2,828,394,787","4,327,359,058",175,0,6,50,146,11/05/21
386,Offset,"2,824,897,851","5,259,885,800",46,0,7,28,35,01/07/22
387,Jhené Aiko,"2,816,250,913","2,387,844,625",113,0,7,63,93,02/04/22
388,BROCKHAMPTON,"2,796,022,734",0,112,0,4,67,108,01/19/22
389,Armin van Buuren,"2,795,922,270","189,205,318","2,179",0,4,43,288,09/04/21
390,Blake Shelton,"2,791,490,072","242,773,640",200,0,7,43,128,01/30/22
391,Zac Brown Band,"2,790,718,796","10,921,224",141,0,6,46,108,12/27/21
392,The Vamps,"2,784,124,118",0,148,0,8,36,115,01/26/22
393,Carlos Vives,"2,778,295,879","205,270,008",266,0,6,36,144,01/07/22
394,Danny Ocean,"2,774,277,020","176,609,258",49,1,4,22,34,02/08/22
395,alt-J,"2,772,800,173","1,148,826",136,0,7,37,90,12/17/21
396,Mike Posner,"2,762,957,377","275,766,540",179,1,3,19,69,02/03/22
397,Måneskin,"2,762,224,551","3,149,657",31,0,5,26,29,02/07/22
398,Bon Iver,"2,756,547,170","743,238,757",59,0,5,47,55,08/07/21
399,The Police,"2,753,881,262","75,752",123,1,5,18,83,01/19/22
400,Skillet,"2,746,916,180",0,195,0,7,46,113,02/05/22
401,Iron Maiden,"2,728,427,575",0,426,0,5,45,268,02/04/22
402,LANY,"2,727,557,847","258,547,114",84,0,8,56,77,11/21/21
403,Rex Orange County,"2,726,949,590","305,788,695",46,0,7,32,40,12/18/21
404,Cage The Elephant,"2,726,510,335","2,271,226",108,0,5,39,84,12/17/21
405,The Black Keys,"2,708,151,277","37,009",188,0,5,51,135,12/27/21
406,Summer Walker,"2,707,437,928","856,985,515",86,0,6,55,73,02/08/22
407,Tim McGraw,"2,705,527,493","59,202,906",284,0,5,54,130,02/06/22
408,ILLENIUM,"2,700,194,502","144,782,864",199,0,4,54,143,12/02/21
409,Lil Durk,"2,692,976,453","2,375,289,972",302,0,2,51,215,01/11/22
410,Rise Against,"2,680,919,997","2,695",178,0,4,51,165,12/27/21
411,Birdy,"2,678,728,624","83,693,040",106,0,7,38,90,02/07/22
412,Dean Lewis,"2,664,770,895","1,590,904",37,1,6,21,34,10/05/21
413,Jeremy Zucker,"2,657,586,274","132,164,307",96,0,6,32,81,10/24/21
414,Mau y Ricky,"2,644,781,291","253,177,587",65,0,5,35,63,02/05/22
415,Conan Gray,"2,644,020,698",0,26,0,4,25,26,02/02/22
416,A$AP Ferg,"2,642,869,727","1,309,651,829",97,0,5,45,90,01/11/22
417,Juanes,"2,642,751,818","1,807,700,301",201,0,7,34,114,01/07/22
418,The Doors,"2,634,315,025","25,610,941",715,0,7,45,135,01/22/22
419,Soda Stereo,"2,630,306,479","7,921",198,0,4,48,172,02/03/22
420,Bizarrap,"2,622,417,033","412,719,575",81,0,5,55,78,02/02/22
421,Madison Beer,"2,620,047,908","135,741,093",52,0,11,26,45,02/01/22
422,Maren Morris,"2,616,553,725","501,458,938",58,1,5,22,48,01/04/22
423,Carly Rae Jepsen,"2,613,411,151","61,069,253",137,0,5,31,99,01/28/22
424,ROSALÍA,"2,606,461,868","1,623,316,450",38,0,6,27,38,02/07/22
425,Calum Scott,"2,604,637,385","30,699,559",66,0,6,19,54,12/25/21
426,Weezer,"2,603,426,413","4,970,943",258,0,4,45,190,01/23/22
427,T.I.,"2,600,518,493","2,416,362,779",451,0,6,39,201,01/16/22
428,R3HAB,"2,599,363,557","1,031,797,301",278,0,3,60,177,04/01/21
429,Bradley Cooper,"2,593,124,978","364,798",12,1,4,10,10,01/28/22
430,Papa Roach,"2,589,464,066","40,483,575",225,0,4,42,147,01/19/22
431,RAF Camora,"2,588,846,229","996,321,149",387,0,3,58,141,01/13/22
432,Joan Sebastian,"2,582,480,480","35,962,481",487,0,5,46,264,01/06/22
433,Journey,"2,579,814,615","3,521",265,1,5,17,87,01/26/22
434,Mabel,"2,579,807,933","4,970,449",125,0,6,21,75,01/30/22
435,Korn,"2,579,463,298","8,726,455",292,0,4,46,197,02/04/22
436,Chris Stapleton,"2,575,408,229","567,810,336",60,0,7,44,59,01/01/22
437,Lunay,"2,572,585,273","773,782,951",56,0,6,28,52,01/23/22
438,iann dior,"2,568,052,953","512,357,562",67,0,8,39,53,01/21/22
439,The Cure,"2,555,717,222","1,192,563",544,0,6,24,170,01/27/22
440,Juan Gabriel,"2,538,927,985","98,418,039",481,0,2,56,232,01/07/22
441,SAINt JHN,"2,537,071,851","117,205,741",55,1,2,31,53,12/24/21
442,Boyce Avenue,"2,527,510,203","172,556",414,0,0,59,325,03/09/21
443,Kenny Chesney,"2,525,550,972","150,869,102",277,0,3,49,184,02/06/22
444,Iggy Azalea,"2,525,471,023","1,052,672,660",108,0,6,28,68,02/05/22
445,Os Barões Da Pisadinha,"2,525,281,574","50,493,879",151,0,6,64,125,01/10/22
446,EXO,"2,511,981,624",0,312,0,6,55,162,01/24/22
447,Noah Cyrus,"2,511,749,743","114,436,069",64,0,6,26,58,01/24/22
448,Norah Jones,"2,501,634,384","124,277,481",268,0,4,54,142,01/31/22
449,Paul McCartney,"2,501,230,198","372,866,211",825,0,3,24,171,02/02/22
450,Destiny's Child,"2,494,063,720","16,926,523",166,0,7,18,84,02/05/22
451,Becky Hill,"2,488,929,568","28,247,127",169,0,8,21,66,01/14/22
452,Jesse & Joy,"2,483,760,157","322,030,815",110,0,9,37,89,01/31/22
453,John Williams,"2,473,267,821","12,238,904","2,125",0,2,27,321,04/25/21
454,Vicente Fernández,"2,462,690,509","93,650,013",851,0,1,53,311,01/31/22
455,Bibi Blocksberg,"2,454,680,653","76,626","5,166",0,0,1,367,10/09/21
456,Eric Church,"2,449,054,342","258,711,103",250,0,4,49,115,11/12/21
457,Imanbek,"2,447,393,232","23,462,835",52,1,2,17,41,02/05/22
458,Nick Jonas,"2,441,773,696","51,221,560",94,0,8,27,73,12/27/21
459,Aminé,"2,437,508,426","144,878,840",72,0,4,38,71,01/24/22
460,Normani,"2,433,204,663","98,799,796",15,0,3,12,15,02/05/22
461,PNL,"2,429,026,551",0,72,0,2,66,72,02/01/22
462,NLE Choppa,"2,428,449,009","516,730,294",106,0,5,36,85,12/31/21
463,Hillsong UNITED,"2,426,520,824","129,624,148",354,0,2,56,236,02/04/22
464,Tate McRae,"2,424,766,136","3,958,022",40,0,6,25,39,02/07/22
465,Jon Bellion,"2,413,481,606","318,703,495",84,0,3,44,80,02/02/22
466,The xx,"2,406,415,070","8,521,120",75,0,5,37,65,12/17/21
467,Matoma,"2,406,213,160","294,439,049",118,0,5,32,79,01/16/22
468,Simon & Garfunkel,"2,404,378,261",0,172,0,5,24,119,01/03/22
469,Depeche Mode,"2,402,610,227","367,497",678,0,3,39,262,12/26/21
470,X Ambassadors,"2,400,343,308","1,128,586,739",119,0,4,33,87,12/27/21
471,Sabrina Carpenter,"2,394,164,309","142,778,625",88,0,7,37,76,02/04/22
472,Rich The Kid,"2,394,040,011","1,720,811,383",156,0,4,41,118,11/21/21
473,The Beach Boys,"2,391,829,342","6,971,557","1,404",0,7,27,132,01/21/22
474,Kali Uchis,"2,390,368,066","1,363,126,042",65,0,4,48,60,02/05/22
475,Ufo361,"2,388,012,925","544,661,156",234,0,0,67,188,01/15/22
476,Hillsong Worship,"2,382,405,691","13,420,180",830,0,1,59,273,04/17/21
477,MARINA,"2,380,924,543","6,691,281",118,0,6,50,92,02/07/22
478,La Arrolladora Banda El Limón De Rene Camacho,"2,377,937,424","8,659,502",323,0,3,56,219,03/29/21
479,Los Ángeles Azules,"2,372,052,568","67,465,206",311,0,5,53,113,10/19/21
480,Volbeat,"2,371,741,552","176,473",204,0,5,50,146,02/02/22
481,Breaking Benjamin,"2,367,054,041",0,102,0,4,54,97,12/21/21
482,Christina Perri,"2,364,658,670","81,716,647",90,1,3,17,55,12/29/21
483,Bonez MC,"2,361,288,245","1,463,079,488",159,0,4,52,110,12/03/21
484,Grupo Firme,"2,357,504,587","426,887,459",199,0,5,50,122,01/05/22
485,R.E.M.,"2,349,647,843","278,554",691,0,5,18,127,01/27/22
486,MAGIC!,"2,336,632,865","192,399,336",66,0,3,17,53,01/13/21
487,Jimi Hendrix,"2,334,382,490","546,746",504,0,5,29,135,02/06/22
488,Years & Years,"2,323,577,791","80,163,208",103,0,7,30,72,01/28/22
489,Sam Feldt,"2,316,428,982","278,689,842",148,0,4,44,101,04/22/21
490,JP Cooper,"2,313,756,992","41,450,367",110,0,4,26,78,03/29/21
491,bbno$,"2,305,470,630","218,063,204",144,0,2,37,118,01/29/22
492,KHEA,"2,303,505,578","773,456,828",76,0,5,41,72,02/07/22
493,El Alfa,"2,302,041,489","482,098,652",174,0,7,40,119,01/31/22
494,KYLE,"2,300,566,554","148,923,993",112,0,5,30,87,02/03/22
495,George Michael,"2,299,676,015","26,118,460",181,0,3,31,118,12/25/21
496,Eric Clapton,"2,297,376,676","432,236,066",641,0,6,23,201,09/22/21
497,Rick Ross,"2,296,030,012","4,384,956,598",334,0,4,45,190,12/27/21
498,Kid Ink,"2,294,713,265","2,561,501,342",186,0,5,38,130,09/03/21
499,The Fray,"2,286,563,407","4,215,111",98,0,5,22,60,01/30/22
500,MEDUZA,"2,278,364,238","9,103,231",45,0,4,10,28,10/26/21
501,Dimitri Vegas & Like Mike,"2,269,766,636","105,236,190",252,0,2,52,135,08/12/21
502,All Time Low,"2,268,594,714","1,324,192",210,0,2,47,167,02/02/22
503,The Game,"2,260,760,226","519,652,828",727,0,6,36,198,10/30/21
504,"Earth, Wind & Fire","2,257,002,271","87,348,848",390,0,3,20,65,12/31/21
505,Dermot Kennedy,"2,256,439,059",0,71,0,4,35,60,01/14/22
506,T-Pain,"2,255,856,235","2,489,989,607",213,0,6,28,111,12/30/21
507,Robbie Williams,"2,253,578,795","19,410,883",400,0,6,37,189,12/26/21
508,Milky Chance,"2,244,934,773","6,370,845",68,0,4,31,60,01/03/22
509,Grey,"2,237,009,771","17,803,531",52,1,2,7,21,03/29/21
510,Stormzy,"2,236,159,475","928,946,142",69,0,5,49,67,01/09/22
511,Stray Kids,"2,235,918,419","24,072,702",127,0,3,73,117,02/06/22
512,DNCE,"2,230,304,692","295,426,955",31,1,4,18,31,01/04/22
513,AJR,"2,229,775,743","92,176,747",86,0,5,35,61,10/13/21
514,Shinedown,"2,228,203,959","12,830,574",177,0,4,49,118,02/06/22
515,Cali Y El Dandee,"2,224,449,136","189,298,771",68,0,7,33,61,12/23/21
516,Lynyrd Skynyrd,"2,223,038,858","325,407",362,0,4,15,77,02/05/22
517,Outkast,"2,220,310,296","77,417,373",163,0,4,23,120,01/03/21
518,B.o.B,"2,216,408,358","1,126,272,007",417,0,6,22,79,10/13/21
519,Samra,"2,215,292,639","248,937,810",104,0,3,51,104,12/03/21
520,Van Morrison,"2,214,425,210","51,246,387",843,0,4,20,125,01/01/22
521,Rag'n'Bone Man,"2,206,539,916","73,176,907",132,0,3,27,77,12/27/21
522,Jax Jones,"2,198,370,899","286,794,203",60,0,8,16,40,04/27/21
523,Of Monsters and Men,"2,187,145,039","3,159,173",60,0,5,30,53,01/29/22
524,Plan B,"2,182,893,856","466,831,113",116,0,7,28,69,01/27/22
525,The Smiths,"2,181,396,613",0,139,0,6,44,105,01/28/22
526,C. Tangana,"2,171,393,667","148,475,282",77,0,5,43,75,02/08/22
527,A Day To Remember,"2,169,682,450",0,134,0,3,56,124,01/19/22
528,Keith Urban,"2,168,896,929","331,984,245",192,0,6,36,111,01/27/22
529,Black Sabbath,"2,156,385,763","12,741,402",285,0,3,32,115,02/06/22
530,Van Halen,"2,154,234,178","24,048",207,0,5,24,112,02/03/22
531,Daryl Hall & John Oates,"2,152,950,327","26,030",532,0,4,12,60,12/24/21
532,Rage Against The Machine,"2,150,821,014",0,109,0,4,29,78,01/01/22
533,Kodaline,"2,145,420,933","269,438,657",123,0,4,31,84,02/07/22
534,The Cranberries,"2,144,501,526",0,263,0,4,20,115,01/07/22
535,Andy Grammer,"2,141,212,145","4,624,318",76,0,5,26,70,12/15/21
536,Aya Nakamura,"2,139,517,186","137,152,045",66,0,5,33,66,02/07/22
537,Quinn XCII,"2,136,519,434","143,924,082",85,0,3,48,85,12/12/21
538,Juan Magán,"2,132,723,236","770,831,049",225,0,5,40,105,07/19/21
539,Ludovico Einaudi,"2,116,061,503","2,128,695",507,0,3,38,221,06/29/21
540,The White Stripes,"2,114,232,098",0,172,0,3,21,111,01/03/22
541,Rod Stewart,"2,112,416,231","446,440,796",678,0,4,37,208,01/28/22
542,Casper Magico,"2,112,052,946","169,816,074",94,0,5,20,68,01/13/22
543,De La Ghetto,"2,111,451,367","2,229,899,939",155,0,5,35,93,02/02/22
544,Sfera Ebbasta,"2,107,409,857","972,396,850",81,0,1,58,80,01/17/22
545,Topic,"2,105,970,904","9,678,575",95,0,2,20,51,02/01/22
546,Prince,"2,105,963,467","3,277,317",824,0,4,31,168,02/03/22
547,PnB Rock,"2,097,568,910","1,684,987,491",103,0,5,34,86,01/08/22
548,Sabaton,"2,097,417,633","999,548",282,0,1,67,154,01/31/22
549,Brytiago,"2,094,118,857","1,810,424,873",77,0,5,35,69,01/11/22
550,Hollywood Undead,"2,089,253,005","12,917,755",138,0,3,66,124,10/24/21
551,Sublime,"2,089,096,025","121,741",219,0,5,27,115,01/01/22
552,MGMT,"2,081,874,489","866,711,116",85,0,4,20,60,12/18/21
553,Carrie Underwood,"2,081,045,586","351,755,731",159,0,3,36,114,02/05/22
554,Aretha Franklin,"2,079,049,151","13,000,547",906,0,4,27,132,02/05/22
555,Nelly Furtado,"2,078,647,675","248,523,479",210,0,6,14,58,02/01/22
556,Damso,"2,076,565,744","601,665,358",90,0,1,72,89,02/01/22
557,Shaggy,"2,076,084,987","458,526,064",412,0,5,23,95,01/03/22
558,Enya,"2,062,031,252","417,389,129",145,0,3,51,127,01/11/22
559,Evanescence,"2,060,599,801","26,750",110,0,3,29,90,02/03/22
560,GIMS,"2,059,425,846","258,300,714",175,0,2,45,149,12/02/21
561,Melendi,"2,052,653,246","115,834,448",213,0,2,51,192,12/15/21
562,WALK THE MOON,"2,046,847,925","101,590,178",97,1,3,24,53,02/03/22
563,Axwell /\ Ingrosso,"2,043,412,175","2,161,352",47,0,4,17,38,07/03/21
564,George Strait,"2,039,115,916","29,155,358",444,0,2,44,200,01/22/22
565,TOTO,"2,027,598,148","2,940,202",394,1,3,10,75,06/20/21
566,Rels B,"2,026,937,993","16,906,675",91,0,2,54,88,05/26/21
567,RAYE,"2,019,342,079","540,112,521",88,0,4,28,57,01/16/22
568,Dave,"2,018,001,509","106,993,608",59,0,4,45,58,01/18/22
569,José José,"2,012,694,054","119,887,461",525,0,1,48,177,01/07/22
570,Jay Wheeler,"2,006,233,586","404,207,486",108,0,2,30,84,02/05/22
571,Red Velvet,"2,000,351,223","12,350,984",119,0,6,26,104,02/01/22
572,Don Diablo,"1,994,189,382","100,923,748",238,0,1,56,125,11/03/21
573,Sum 41,"1,987,210,307","5,405,580",127,0,5,31,96,02/07/22
574,Ozzy Osbourne,"1,984,389,449","58,227,939",218,0,3,22,126,02/05/22
575,Astrid S,"1,983,634,501","120,167,747",102,0,5,35,79,02/07/22
576,Scorpions,"1,980,827,575","1,628,754",344,0,5,16,139,06/21/21
577,ODESZA,"1,980,615,898","114,604,652",157,0,2,48,124,09/04/21
578,TINI,"1,975,806,507","266,207,661",66,0,6,29,59,02/07/22
579,Marilyn Manson,"1,970,602,079","50,555,551",227,0,4,32,173,01/13/22
580,Danna Paola,"1,965,483,771","494,381,378",106,0,6,31,69,01/27/22
581,Two Door Cinema Club,"1,963,459,935","1,846,543",140,0,4,30,89,01/28/22
582,Joyner Lucas,"1,953,386,035","675,568,368",87,0,5,34,81,12/31/21
583,Clairo,"1,952,964,375","642,425,055",25,0,7,25,25,01/02/22
584,Bibi und Tina,"1,951,141,273","22,746,305","3,428",0,0,1,354,10/09/21
585,Mustard,"1,949,734,790","1,671,534,288",74,0,4,17,53,09/03/21
586,Zoé,"1,949,172,154","10,870,475",194,0,6,43,117,01/05/22
587,Jorja Smith,"1,946,965,318","410,621,512",77,0,4,39,62,12/29/21
588,Tainy,"1,946,553,010","1,251,603,662",39,0,3,13,29,10/01/21
589,Pedro Capó,"1,944,751,418","125,128,429",69,0,3,11,41,07/25/21
590,Luciano,"1,942,248,023","346,398,056",148,0,0,57,118,12/03/21
591,Bryant Myers,"1,938,711,275","1,857,271,122",97,0,4,44,87,11/14/21
592,Colbie Caillat,"1,931,641,969","110,299,398",104,0,3,18,89,01/04/22
593,Rascal Flatts,"1,926,354,766","51,561,061",248,0,4,28,114,01/17/22
594,Ella Mai,"1,924,464,206","293,474,832",37,0,6,34,36,01/23/22
595,gnash,"1,915,854,995","271,054,469",76,1,2,23,60,09/03/21
596,Martin Jensen,"1,914,722,449","284,446,578",77,0,3,21,51,01/14/22
597,Rod Wave,"1,913,484,935","51,848,866",111,0,3,50,109,01/11/22
598,Nacho,"1,909,861,548","123,482,621",111,0,6,24,52,11/04/21
599,Joel Corry,"1,904,425,741","14,825,088",138,0,5,12,51,01/04/22
600,Hardwell,"1,904,378,051","239,216,545",412,0,0,45,157,09/04/21
601,Kontra K,"1,904,257,145","186,214,476",291,0,0,51,170,12/03/21
602,Luan Santana,"1,903,761,458","230,694,068",200,0,3,39,152,02/06/22
603,Louis Tomlinson,"1,900,751,611",0,42,0,4,20,28,02/03/22
604,Arizona Zervas,"1,895,914,520","22,523,425",31,1,2,15,31,01/25/22
605,Dolly Parton,"1,886,142,994","152,238,640",950,0,4,17,143,01/29/22
606,David Bisbal,"1,881,444,956","352,838,218",246,0,4,31,122,01/07/22
607,The Smashing Pumpkins,"1,880,131,616",0,420,0,5,24,131,01/28/22
608,Mike WiLL Made-It,"1,878,607,489","300,670,285",141,0,5,29,69,01/10/22
609,SEVENTEEN,"1,876,448,437",0,135,0,1,56,130,02/07/22
610,Noriel,"1,873,865,176","1,213,780,774",88,0,4,36,80,11/10/21
611,Carlos Rivera,"1,873,483,972","437,377,632",204,0,3,37,140,10/26/21
612,MC Kevinho,"1,872,428,102","277,348,155",70,0,3,32,56,12/21/21
613,R. Kelly,"1,872,424,216","377,914,860",363,0,2,27,198,12/07/21
614,Sido,"1,859,254,960","473,003,167",362,0,2,41,176,12/03/21
615,Mac DeMarco,"1,858,412,333","57,205,685",149,0,4,36,108,02/06/22
616,The Clash,"1,858,345,461",0,236,0,3,22,93,02/06/22
617,3 Doors Down,"1,855,326,422","587,256",145,0,3,17,102,10/30/21
618,The Kooks,"1,853,336,184",0,241,0,5,28,96,02/03/22
619,Desiigner,"1,852,061,331","520,531,469",51,1,2,14,40,11/21/21
620,Kacey Musgraves,"1,846,844,752","122,457,524",126,0,3,38,93,02/07/22
621,Sara Bareilles,"1,846,574,683","74,016,418",187,0,5,22,108,11/05/21
622,MØ,"1,836,988,128","3,240,131,189",118,0,4,31,82,01/02/22
623,Alan Jackson,"1,834,172,525","75,453,285",274,0,2,37,156,11/21/21
624,Natanael Cano,"1,832,755,001","176,180,221",116,0,3,39,107,01/08/22
625,Lord Huron,"1,830,356,626","5,704,158",74,0,3,22,67,12/27/21
626,Joey Bada$$,"1,830,254,128","678,683,208",112,0,3,44,91,02/05/22
627,Ms. Lauryn Hill,"1,829,643,082","291,730,867",89,0,5,25,56,01/19/22
628,M83,"1,828,999,337","14,999,018",237,0,2,20,112,01/18/22
629,Ali Gatie,"1,828,589,230","2,004,084",38,0,4,19,34,10/27/21
630,Jessie Reyez,"1,827,780,147","473,941,136",61,0,3,25,54,01/31/22
631,KISS,"1,827,390,409",0,436,0,4,18,138,11/24/21
632,Vampire Weekend,"1,824,230,624",0,74,0,2,45,67,01/18/22
633,Fergie,"1,824,083,843","176,011,407",78,0,6,10,45,10/15/21
634,Moneybagg Yo,"1,818,492,899","1,024,657,167",252,0,0,48,187,02/03/22
635,Bethel Music,"1,817,317,476",0,285,0,0,43,240,09/30/21
636,Maria Becerra,"1,811,689,647","288,515,749",34,0,2,24,34,02/07/22
637,Marco Antonio Solís,"1,810,212,843","595,363,493",210,0,3,37,153,12/14/21
638,Cosculluela,"1,809,743,459","970,447,166",131,0,4,26,91,12/30/21
639,Annie Lennox,"1,809,402,053","27,894,247",318,0,3,20,81,12/31/21
640,League of Legends,"1,805,200,420","1,156,976,984",455,0,4,25,103,01/31/22
641,Wham!,"1,800,587,100","819,826",36,0,2,9,29,01/21/22
642,Jaden,"1,797,223,538","1,309,766,537",110,0,2,37,94,11/14/21
643,Stefflon Don,"1,792,910,721","311,307,007",82,0,6,22,61,02/02/22
644,Gotye,"1,788,466,941","4,367,557",56,0,2,9,25,02/07/21
645,Olly Murs,"1,787,747,595","27,403,793",179,0,4,23,112,01/22/22
646,Pharrell Williams,"1,784,741,140","5,864,509,754",109,0,2,21,60,01/12/22
647,Aitana,"1,783,626,968","6,523,103",69,0,6,30,65,02/07/22
648,DMX,"1,782,004,710","238,849,125",301,0,4,22,94,02/07/22
649,Aloe Blacc,"1,775,884,212","229,455,652",208,0,4,21,64,11/21/21
650,Apache 207,"1,773,193,968","114,759,520",46,0,4,33,43,12/03/21
651,Leon Bridges,"1,771,814,352","186,218,203",72,0,4,36,70,12/27/21
652,OMI,"1,765,777,327","119,271,377",43,1,2,7,26,10/16/21
653,Willy William,"1,764,613,431","325,335,993",81,1,3,11,27,12/02/21
654,Ha*Ash,"1,751,566,734","417,289,292",125,0,3,37,90,01/31/22
655,Nat King Cole,"1,750,709,099","7,672,793","1,164",0,3,30,113,02/07/22
656,James TW,"1,749,161,120","4,791,069",37,0,5,19,34,01/07/22
657,Dierks Bentley,"1,749,093,368","159,991,408",150,0,5,25,87,01/17/22
658,Westlife,"1,736,491,477","21,239",230,0,3,36,142,12/01/21
659,Regard,"1,736,446,486",0,37,0,4,9,24,01/23/22
660,Goodboys,"1,733,504,326","3,127,165",38,0,3,7,15,07/13/21
661,Snow Patrol,"1,732,677,384","204,347",190,0,2,22,98,01/07/22
662,Gwen Stefani,"1,732,328,517","965,047,262",98,0,4,17,66,02/07/22
663,Limp Bizkit,"1,729,420,743","2,809,309",114,0,5,21,93,02/22/21
664,Queens of the Stone Age,"1,727,550,839","58,740,469",140,0,2,40,106,12/17/21
665,Ciara,"1,721,138,509","443,804,390",157,0,4,23,87,02/03/22
666,Sleeping At Last,"1,715,283,824","90,559",275,0,3,37,162,07/30/21
667,Chief Keef,"1,714,188,263","540,604,228",555,0,4,24,184,01/22/22
668,Kelly Rowland,"1,714,072,094","761,721,964",146,0,3,15,53,12/30/21
669,Tom Odell,"1,712,455,024","41,497,248",125,0,3,23,72,11/18/21
670,Thirty Seconds To Mars,"1,711,915,432","45,274,414",83,0,4,32,74,09/16/21
671,La Oreja de Van Gogh,"1,711,545,041","58,799,085",182,0,2,39,161,02/07/22
672,Mötley Crüe,"1,704,605,624",0,225,0,4,23,90,02/06/22
673,Nekfeu,"1,704,601,377","435,566,360",95,0,0,64,88,12/02/21
674,Booba,"1,704,427,997","632,823,707",240,0,0,48,194,01/02/22
675,Portugal. The Man,"1,704,124,466","40,958,424",170,0,1,25,86,02/22/21
676,Bill Withers,"1,703,855,893","76,369,166",120,0,4,10,62,01/22/22
677,MAX,"1,700,573,975","133,270,310",141,0,4,26,79,01/03/22
678,John Newman,"1,694,415,482","366,104,452",90,0,3,14,59,01/28/22
679,Dilsinho,"1,693,153,135","343,481,185",148,0,4,32,126,01/16/22
680,The Jackson 5,"1,691,998,335","2,245,112",344,0,5,12,48,02/07/22
681,Lofi Fruits Music,"1,690,425,100","110,241,102","1,087",0,0,15,448,09/06/21
682,Blueface,"1,689,911,586","544,175,052",92,0,4,26,74,01/22/22
683,El Fantasma,"1,689,393,864","43,098,880",183,0,2,47,136,08/18/21
684,Loud Luxury,"1,688,216,803","44,501,635",129,0,2,21,42,09/04/21
685,Trevor Daniel,"1,684,760,342","162,409,345",48,1,2,12,43,11/07/21
686,ANAVITÓRIA,"1,684,675,110","227,980,346",74,0,3,40,70,01/12/22
687,Santana,"1,682,972,727","3,307,046",614,0,4,24,127,11/23/21
688,Lady A,"1,681,310,100","129,142,508",228,0,3,25,127,01/07/22
689,Thalia,"1,679,170,326","297,427,485",306,0,2,29,125,02/07/22
690,Ella Fitzgerald,"1,679,101,828","11,888,268","1,944",0,2,27,163,01/03/22
691,girl in red,"1,675,372,984","4,401,804",29,0,5,21,29,01/31/22
692,Keane,"1,675,260,458","576,623",194,0,2,23,104,11/01/21
693,The Who,"1,671,018,602",0,852,0,6,14,91,12/11/21
